source_name,feed_url,site_domain,language,region_scope,permission_status,terms_url,notes
"Patrika Kasganj","https://cms.patrika.com/blog/location/kasganj-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sant Kabir Nagar","https://cms.patrika.com/blog/location/sant-kabir-nagar-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Etah","https://cms.patrika.com/blog/location/etah-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Basti","https://cms.patrika.com/blog/location/basti-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sidharthnagar","https://cms.patrika.com/blog/location/sidharthnagar-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Ballia","https://cms.patrika.com/blog/location/ballia-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Aligarh","https://cms.patrika.com/blog/location/aligarh-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Azamgarh","https://cms.patrika.com/blog/location/azamgarh-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Mau","https://cms.patrika.com/blog/location/mau-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Mathura","https://cms.patrika.com/blog/location/mathura-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Kaushambi","https://cms.patrika.com/blog/location/kaushambi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Pratapgarh","https://cms.patrika.com/blog/location/pratapgarh-up-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Budaun","https://cms.patrika.com/blog/location/budaun-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Prayagraj","https://cms.patrika.com/blog/location/prayagraj/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Pilibhit","https://cms.patrika.com/blog/location/pilibhit-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Firozabad","https://cms.patrika.com/blog/location/firozabad-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bareilly","https://cms.patrika.com/blog/location/bareilly-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Banda","https://cms.patrika.com/blog/location/banda-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Shahjahanpur","https://cms.patrika.com/blog/location/shahjahanpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Etawah","https://cms.patrika.com/blog/location/etawah-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Hathras","https://cms.patrika.com/blog/location/hathras-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sultanpur","https://cms.patrika.com/blog/location/sultanpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Faizabad","https://cms.patrika.com/blog/location/faizabad-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Balrampur","https://cms.patrika.com/blog/location/balrampur-up-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Mahrajganj","https://cms.patrika.com/blog/location/mahrajganj-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Kanpur","https://cms.patrika.com/blog/location/kanpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Jalaun","https://cms.patrika.com/blog/location/jalaun-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Lalitpur","https://cms.patrika.com/blog/location/lalitpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Chitrakoot","https://cms.patrika.com/blog/location/chitrakoot-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Kushinagar","https://cms.patrika.com/blog/location/kushinagar-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Barabanki","https://cms.patrika.com/blog/location/barabanki-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Farrukhabad","https://cms.patrika.com/blog/location/farrukhabad-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Jhansi","https://cms.patrika.com/blog/location/jhansi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Kannauj","https://cms.patrika.com/blog/location/kannauj-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Auraiya","https://cms.patrika.com/blog/location/auraiya-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bahraich","https://cms.patrika.com/blog/location/bahraich-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Amethi","https://cms.patrika.com/blog/location/amethi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Hardoi","https://cms.patrika.com/blog/location/hardoi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Ambedkar Nagar","https://cms.patrika.com/blog/location/ambedkar-nagar-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Mahoba","https://cms.patrika.com/blog/location/mahoba-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Deoria","https://cms.patrika.com/blog/location/deoria-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Shravasti","https://cms.patrika.com/blog/location/shravasti-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Gonda","https://cms.patrika.com/blog/location/gonda-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Gorakhpur","https://cms.patrika.com/blog/location/gorakhpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Ayodhya","https://cms.patrika.com/blog/location/ayodhya-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Hamirpur","https://cms.patrika.com/blog/location/hamirpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bulandshahr","https://cms.patrika.com/blog/location/bulandshahr-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Chandauli","https://cms.patrika.com/blog/location/chandauli-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Mirzapur","https://cms.patrika.com/blog/location/mirzapur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Amroha","https://cms.patrika.com/blog/location/amroha-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sitapur","https://cms.patrika.com/blog/location/sitapur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Shamli","https://cms.patrika.com/blog/location/shamli-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Lakhimpur Kheri","https://cms.patrika.com/blog/location/lakhimpur-kheri-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Meerut","https://cms.patrika.com/blog/location/meerut-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bijnor","https://cms.patrika.com/blog/location/bijnor-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Hapur","https://cms.patrika.com/blog/location/hapur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sonbhadra","https://cms.patrika.com/blog/location/sonbhadra-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bhadohi","https://cms.patrika.com/blog/location/bhadohi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Greater Noida","https://cms.patrika.com/blog/location/greater-noida-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Saharanpur","https://cms.patrika.com/blog/location/saharanpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Raebareli","https://cms.patrika.com/blog/location/raebareli-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Lucknow","https://cms.patrika.com/blog/location/lucknow-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Rampur","https://cms.patrika.com/blog/location/rampur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Ghazipur","https://cms.patrika.com/blog/location/ghazipur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Noida","https://cms.patrika.com/blog/location/noida-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Unnao","https://cms.patrika.com/blog/location/unnao-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Bagpat","https://cms.patrika.com/blog/location/bagpat-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Muzaffarnagar","https://cms.patrika.com/blog/location/muzaffarnagar-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Sambhal","https://cms.patrika.com/blog/location/sambhal-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Ghaziabad","https://cms.patrika.com/blog/location/ghaziabad-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Patrika Moradabad","https://cms.patrika.com/blog/location/moradabad-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Times Of India","https://timesofindia.indiatimes.com/rssfeeds/-2128819658.cms","timesofindia.indiatimes.com","English","State","RESTRICTED","https://timesofindia.indiatimes.com/termsandcondition.cms","Bars automated collection"
"Nav Bharat Times Bijnor","https://navbharattimes.indiatimes.com/rssfeedsdefault.cms","navbharattimes.indiatimes.com","Hindi","District","UNKNOWN","","Feed unreachable/invalid. Domain not pre-checked"
"Patrika Varanasi","https://cms.patrika.com/blog/location/varanasi-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
"Dainik Bhaskar","https://www.bhaskar.com/rss-v1--category-2052.xml","www.bhaskar.com","Hindi","State","RESTRICTED","https://www.bhaskar.com/terms-and-conditions","Bars automated collection per prompt"
"JMD news","https://jmdnewsflash.com/feed/","jmdnewsflash.com","Hindi","Zone","OK","https://jmdnewsflash.com/tou","No restrictive language found"
"Patrika Jaunpur","https://cms.patrika.com/blog/location/jaunpur-news/feed/","cms.patrika.com","Hindi","District","OK","https://www.patrika.com/terms","No restrictive language found"
